Date,Close
9/8/2014 16:00:00,21.07
9/9/2014 16:00:00,21.05
9/10/2014 16:00:00,21.03
9/11/2014 16:00:00,20.9
9/12/2014 16:00:00,20.34
9/15/2014 16:00:00,20.24
9/16/2014 16:00:00,20.48
9/17/2014 16:00:00,20.62
9/18/2014 16:00:00,20.92
9/19/2014 16:00:00,20.52
9/22/2014 16:00:00,20.36
9/23/2014 16:00:00,20.34
9/24/2014 16:00:00,20.59
9/25/2014 16:00:00,20.11
9/26/2014 16:00:00,20.14
9/29/2014 16:00:00,19.95
9/30/2014 16:00:00,20.18
10/1/2014 16:00:00,20.1
10/2/2014 16:00:00,20.29
10/3/2014 16:00:00,20.83
10/6/2014 16:00:00,20.82
10/7/2014 16:00:00,20.38
10/8/2014 16:00:00,20.6
10/9/2014 16:00:00,20.47
10/10/2014 16:00:00,19.44
10/13/2014 16:00:00,19.67
10/14/2014 16:00:00,20.14
10/15/2014 16:00:00,20.07
10/16/2014 16:00:00,20.72
10/17/2014 16:00:00,20.72
10/20/2014 16:00:00,20.87
10/21/2014 16:00:00,21.39
10/22/2014 16:00:00,21.24
10/23/2014 16:00:00,21.3
10/24/2014 16:00:00,21.18
10/27/2014 16:00:00,21.36
10/28/2014 16:00:00,21.59
10/29/2014 16:00:00,21.59
10/30/2014 16:00:00,21.11
10/31/2014 16:00:00,22.02
11/3/2014 16:00:00,21.9
11/4/2014 16:00:00,21.95
11/5/2014 16:00:00,22.03
11/6/2014 16:00:00,21.8
11/7/2014 16:00:00,21.82
11/10/2014 16:00:00,22.26
11/11/2014 16:00:00,22.2
11/12/2014 16:00:00,22.05
11/13/2014 16:00:00,22.34
11/14/2014 16:00:00,22.4
11/17/2014 16:00:00,21.91
11/18/2014 16:00:00,22.05
11/19/2014 16:00:00,22.53
11/20/2014 16:00:00,22.76
11/21/2014 16:00:00,23.06
11/24/2014 16:00:00,22.94
11/25/2014 16:00:00,22.91
11/26/2014 16:00:00,23.18
11/28/2014 16:00:00,23.47
12/1/2014 16:00:00,22.94
12/2/2014 16:00:00,22.57
12/3/2014 16:00:00,22.93
12/4/2014 16:00:00,22.82
12/5/2014 16:00:00,22.74
12/8/2014 16:00:00,22.5
12/9/2014 16:00:00,22.58
12/10/2014 16:00:00,22.19
12/11/2014 16:00:00,22.14
12/12/2014 16:00:00,21.97
12/15/2014 16:00:00,21.94
12/16/2014 16:00:00,21.44
12/17/2014 16:00:00,21.64
12/18/2014 16:00:00,21.79
12/19/2014 16:00:00,22.2
12/22/2014 16:00:00,22.37
12/23/2014 16:00:00,22.21
12/24/2014 16:00:00,22.35
12/26/2014 16:00:00,22.31
12/29/2014 16:00:00,22.38
12/30/2014 16:00:00,22.44
12/31/2014 16:00:00,22.38
1/2/2015 16:00:00,22.28
1/5/2015 16:00:00,21.74
1/6/2015 16:00:00,21.36
1/7/2015 16:00:00,21.67
1/8/2015 16:00:00,21.81
1/9/2015 16:00:00,21.2
1/12/2015 16:00:00,20.79
1/13/2015 16:00:00,21.05
1/14/2015 16:00:00,21.06
1/15/2015 16:00:00,22.89
1/16/2015 16:00:00,22.6
1/20/2015 16:00:00,23.09
1/21/2015 16:00:00,23.21
1/22/2015 16:00:00,23.71
1/23/2015 16:00:00,23.99
1/26/2015 16:00:00,24.16
1/27/2015 16:00:00,24.19
1/28/2015 16:00:00,23.93
1/29/2015 16:00:00,23.29
1/30/2015 16:00:00,22.71
2/2/2015 16:00:00,22.94
2/3/2015 16:00:00,23.15
2/4/2015 16:00:00,23.58
2/5/2015 16:00:00,23.66
2/6/2015 16:00:00,23.1
2/9/2015 16:00:00,22.67
2/10/2015 16:00:00,23.86
2/11/2015 16:00:00,24.29
2/12/2015 16:00:00,24.47
2/13/2015 16:00:00,24.84
2/17/2015 16:00:00,24.77
2/18/2015 16:00:00,24.71
2/19/2015 16:00:00,24.52
2/20/2015 16:00:00,24.44
2/23/2015 16:00:00,24.22
2/24/2015 16:00:00,25.04
2/25/2015 16:00:00,25.04
2/26/2015 16:00:00,24.68
2/27/2015 16:00:00,24.53
3/2/2015 16:00:00,24.63
3/3/2015 16:00:00,24.5
3/4/2015 16:00:00,24.33
3/5/2015 16:00:00,24.46
3/6/2015 16:00:00,24.09
3/9/2015 16:00:00,23.45
3/10/2015 16:00:00,23.05
3/11/2015 16:00:00,23.49
3/12/2015 16:00:00,23.53
3/13/2015 16:00:00,23.88
3/16/2015 16:00:00,24.28
3/17/2015 16:00:00,24.31
3/18/2015 16:00:00,24.71
3/19/2015 16:00:00,24.66
3/20/2015 16:00:00,24.77
3/23/2015 16:00:00,24.8
3/24/2015 16:00:00,24.5
3/25/2015 16:00:00,23.18
3/26/2015 16:00:00,23.2
3/27/2015 16:00:00,22.94
3/30/2015 16:00:00,23.25
3/31/2015 16:00:00,23.48
4/1/2015 16:00:00,23.23
4/2/2015 16:00:00,23.69
4/6/2015 16:00:00,23.54
4/7/2015 16:00:00,23.39
4/8/2015 16:00:00,23.2
4/9/2015 16:00:00,23.44
4/10/2015 16:00:00,23.5
4/13/2015 16:00:00,23.33
4/14/2015 16:00:00,23.18
4/15/2015 16:00:00,23.51
4/16/2015 16:00:00,23.24
4/17/2015 16:00:00,23.22
4/20/2015 16:00:00,23.27
4/21/2015 16:00:00,23.33
4/22/2015 16:00:00,23.84
4/23/2015 16:00:00,24.3
4/24/2015 16:00:00,24.91
4/27/2015 16:00:00,25.41
4/28/2015 16:00:00,25.01
4/29/2015 16:00:00,24.79
4/30/2015 16:00:00,24.44
5/1/2015 16:00:00,24.74
5/4/2015 16:00:00,24.32
5/5/2015 16:00:00,24.29
5/6/2015 16:00:00,24.45
5/7/2015 16:00:00,24.37
5/8/2015 16:00:00,24.55
5/11/2015 16:00:00,24.37
5/12/2015 16:00:00,24.38
5/13/2015 16:00:00,24.44
5/14/2015 16:00:00,24.41
5/15/2015 16:00:00,24.56
5/18/2015 16:00:00,24.41
5/19/2015 16:00:00,24.59
5/20/2015 16:00:00,24.58
5/21/2015 16:00:00,24.24
5/22/2015 16:00:00,24.2
5/26/2015 16:00:00,24.26
5/27/2015 16:00:00,24.6
5/28/2015 16:00:00,24.45
5/29/2015 16:00:00,24.28
6/1/2015 16:00:00,24.14
6/2/2015 16:00:00,23.67
6/3/2015 16:00:00,23.66
6/4/2015 16:00:00,22.98
6/5/2015 16:00:00,22.86
6/8/2015 16:00:00,22.65
6/9/2015 16:00:00,22.83
6/10/2015 16:00:00,23.33
6/11/2015 16:00:00,23.51
6/12/2015 16:00:00,23.67
6/15/2015 16:00:00,23.26
6/16/2015 16:00:00,23.58
6/17/2015 16:00:00,23.6
6/18/2015 16:00:00,23.76
6/19/2015 16:00:00,23.4
6/22/2015 16:00:00,23.84
6/23/2015 16:00:00,23.93
6/24/2015 16:00:00,23.9
6/25/2015 16:00:00,24.08
6/26/2015 16:00:00,23.63
6/29/2015 16:00:00,22.38
6/30/2015 16:00:00,22.71
7/1/2015 16:00:00,22.93
7/2/2015 16:00:00,23.15
7/6/2015 16:00:00,22.94
7/7/2015 16:00:00,22.96
7/8/2015 16:00:00,22.23
7/9/2015 16:00:00,22.22
7/10/2015 16:00:00,22.57
7/13/2015 16:00:00,22.86
7/14/2015 16:00:00,22.8
7/15/2015 16:00:00,22.56
7/16/2015 16:00:00,22.73
7/17/2015 16:00:00,23.03
7/20/2015 16:00:00,22.9
7/21/2015 16:00:00,22.88
7/22/2015 16:00:00,22.22
7/23/2015 16:00:00,22.31
7/24/2015 16:00:00,21.64
7/27/2015 16:00:00,21.63
7/28/2015 16:00:00,21.88
7/29/2015 16:00:00,22.11
7/30/2015 16:00:00,22.7
7/31/2015 16:00:00,22.11
8/3/2015 16:00:00,21.72
8/4/2015 16:00:00,21.45
8/5/2015 16:00:00,21.61
8/6/2015 16:00:00,21.28
8/7/2015 16:00:00,21.03
8/10/2015 16:00:00,21.61
8/11/2015 16:00:00,20.83
8/12/2015 16:00:00,20.75
8/13/2015 16:00:00,20.54
8/14/2015 16:00:00,20.38
8/17/2015 16:00:00,20.28
8/18/2015 16:00:00,20.03
8/19/2015 16:00:00,19.91
8/20/2015 16:00:00,19.61
8/21/2015 16:00:00,18.88
8/24/2015 16:00:00,18.76
8/25/2015 16:00:00,18.76
8/26/2015 16:00:00,19.45
8/27/2015 16:00:00,19.94
8/28/2015 16:00:00,20
8/31/2015 16:00:00,19.88
9/1/2015 16:00:00,19.41
9/2/2015 16:00:00,19.94
9/3/2015 16:00:00,20.07
9/4/2015 16:00:00,19.67
9/8/2015 16:00:00,20.05
9/9/2015 16:00:00,19.88
9/10/2015 16:00:00,19.7
9/11/2015 16:00:00,19.9
9/14/2015 16:00:00,20.04
9/15/2015 16:00:00,20.39
9/16/2015 16:00:00,20.67
9/17/2015 16:00:00,20.66
9/18/2015 16:00:00,20.61
9/21/2015 16:00:00,20.53
9/22/2015 16:00:00,19.95
9/23/2015 16:00:00,20.01
9/24/2015 16:00:00,19.99
9/25/2015 16:00:00,20.05
9/28/2015 16:00:00,19.63
9/29/2015 16:00:00,19.89
9/30/2015 16:00:00,20.75
10/1/2015 16:00:00,20.86
10/2/2015 16:00:00,20.76
10/5/2015 16:00:00,21.4
10/6/2015 16:00:00,21.23
10/7/2015 16:00:00,21.93
10/8/2015 16:00:00,22.25
10/9/2015 16:00:00,21.95
10/12/2015 16:00:00,22.09
10/13/2015 16:00:00,21.94
10/14/2015 16:00:00,22.34
10/15/2015 16:00:00,21.95
10/16/2015 16:00:00,22.16
10/19/2015 16:00:00,22.23
10/20/2015 16:00:00,22.31
10/21/2015 16:00:00,22.22
10/22/2015 16:00:00,22.51
10/23/2015 16:00:00,22.47
10/26/2015 16:00:00,22.16
10/27/2015 16:00:00,22.2
10/28/2015 16:00:00,22.08
10/29/2015 16:00:00,21.82
10/30/2015 16:00:00,21.96
11/2/2015 16:00:00,22.1
11/3/2015 16:00:00,22.77
11/4/2015 16:00:00,23.55
11/5/2015 16:00:00,22.98
11/6/2015 16:00:00,22.82
11/9/2015 16:00:00,22.96
11/10/2015 16:00:00,22.51
11/11/2015 16:00:00,22.58
11/12/2015 16:00:00,22.24
11/13/2015 16:00:00,21.89
11/16/2015 16:00:00,22.35
11/17/2015 16:00:00,22.52
11/18/2015 16:00:00,22.52
11/19/2015 16:00:00,22.67
11/20/2015 16:00:00,22.83
11/23/2015 16:00:00,22.57
11/24/2015 16:00:00,22.5
11/25/2015 16:00:00,22.56
11/27/2015 16:00:00,22.45
11/30/2015 16:00:00,22.76
12/1/2015 16:00:00,23.28
12/2/2015 16:00:00,23.19
12/3/2015 16:00:00,22.93
12/4/2015 16:00:00,23.31
12/7/2015 16:00:00,23.24
12/8/2015 16:00:00,23.08
12/9/2015 16:00:00,22.73
12/10/2015 16:00:00,22.65
12/11/2015 16:00:00,22.18
12/14/2015 16:00:00,22.22
12/15/2015 16:00:00,22.82
12/16/2015 16:00:00,23.16
12/17/2015 16:00:00,22.96
12/18/2015 16:00:00,22.93
12/21/2015 16:00:00,22.95
12/22/2015 16:00:00,23.06
12/23/2015 16:00:00,23.08
12/24/2015 16:00:00,23.15
12/28/2015 16:00:00,23.01
12/29/2015 16:00:00,23.08
12/30/2015 16:00:00,22.88
12/31/2015 16:00:00,22.75
1/4/2016 16:00:00,22.09
1/5/2016 16:00:00,21.95
1/6/2016 16:00:00,21.34
1/7/2016 16:00:00,21.1
1/8/2016 16:00:00,20.81
1/11/2016 16:00:00,20.93
1/12/2016 16:00:00,20.75
1/13/2016 16:00:00,20.48
1/14/2016 16:00:00,21.82
1/15/2016 16:00:00,21.1
1/19/2016 16:00:00,21.66
1/20/2016 16:00:00,21.09
1/21/2016 16:00:00,21.33
1/22/2016 16:00:00,21.93
1/25/2016 16:00:00,21.79
1/26/2016 16:00:00,21.59
1/27/2016 16:00:00,21.68
1/28/2016 16:00:00,21.63
1/29/2016 16:00:00,22.35
2/1/2016 16:00:00,22.46
2/2/2016 16:00:00,22.56
2/3/2016 16:00:00,22.92
2/4/2016 16:00:00,23.23
2/5/2016 16:00:00,22.75
2/8/2016 16:00:00,22.8
2/9/2016 16:00:00,22.56
2/10/2016 16:00:00,22.3
2/11/2016 16:00:00,22
2/12/2016 16:00:00,22.24
2/16/2016 16:00:00,23.34
2/17/2016 16:00:00,23.64
2/18/2016 16:00:00,23.8
2/19/2016 16:00:00,23.78
2/22/2016 16:00:00,23.96
2/23/2016 16:00:00,23.4
2/24/2016 16:00:00,23.42
2/25/2016 16:00:00,23.69
2/26/2016 16:00:00,23.77
2/29/2016 16:00:00,23.55
3/1/2016 16:00:00,24.58
3/2/2016 16:00:00,24.62
3/3/2016 16:00:00,24.56
3/4/2016 16:00:00,24.65
3/7/2016 16:00:00,24.7
3/8/2016 16:00:00,24.65
3/9/2016 16:00:00,24.74
3/10/2016 16:00:00,24.74
3/11/2016 16:00:00,25.35
3/14/2016 16:00:00,25.22
3/15/2016 16:00:00,24.88
3/16/2016 16:00:00,25.78
3/17/2016 16:00:00,25.77
3/18/2016 16:00:00,26.04
3/21/2016 16:00:00,25.93
3/22/2016 16:00:00,25.81
3/23/2016 16:00:00,25.68
3/24/2016 16:00:00,25.73
3/28/2016 16:00:00,25.63
3/29/2016 16:00:00,25.97
3/30/2016 16:00:00,26.46
3/31/2016 16:00:00,26.2
4/1/2016 16:00:00,26.12
4/4/2016 16:00:00,25.85
4/5/2016 16:00:00,25.51
4/6/2016 16:00:00,25.62
4/7/2016 16:00:00,25.37
4/8/2016 16:00:00,25.28
4/11/2016 16:00:00,25.51
4/12/2016 16:00:00,25.57
4/13/2016 16:00:00,26.17
4/14/2016 16:00:00,25.3
4/15/2016 16:00:00,25.46
4/18/2016 16:00:00,25.5
4/19/2016 16:00:00,25.16
4/20/2016 16:00:00,25.12
4/21/2016 16:00:00,25.16
4/22/2016 16:00:00,25.07
4/25/2016 16:00:00,25.01
4/26/2016 16:00:00,25.01
4/27/2016 16:00:00,25.25
4/28/2016 16:00:00,24.16
4/29/2016 16:00:00,23.59
5/2/2016 16:00:00,23.69
5/3/2016 16:00:00,23.32
5/4/2016 16:00:00,23.42
5/5/2016 16:00:00,23.5
5/6/2016 16:00:00,23.41
5/9/2016 16:00:00,23.37
5/10/2016 16:00:00,23.39
5/11/2016 16:00:00,23.22
5/12/2016 16:00:00,22.99
5/13/2016 16:00:00,22.82
5/16/2016 16:00:00,23.11
5/17/2016 16:00:00,22.95
5/18/2016 16:00:00,23.52
5/19/2016 16:00:00,23.25
5/20/2016 16:00:00,23.91
5/23/2016 16:00:00,24.27
5/24/2016 16:00:00,24.47
5/25/2016 16:00:00,24.62
5/26/2016 16:00:00,24.79
5/27/2016 16:00:00,24.8
5/31/2016 16:00:00,24.72
6/1/2016 16:00:00,25.25
6/2/2016 16:00:00,25.18
6/3/2016 16:00:00,25.53
6/6/2016 16:00:00,25.47
6/7/2016 16:00:00,26.06
6/8/2016 16:00:00,26.33
6/9/2016 16:00:00,26.23
6/10/2016 16:00:00,25.86
6/13/2016 16:00:00,25.63
6/14/2016 16:00:00,25.57
6/15/2016 16:00:00,25.84
6/16/2016 16:00:00,25.86
6/17/2016 16:00:00,25.85
6/20/2016 16:00:00,26.37
6/21/2016 16:00:00,26.59
6/22/2016 16:00:00,26.54
6/23/2016 16:00:00,26.81
6/24/2016 16:00:00,25.68
6/27/2016 16:00:00,24.9
6/28/2016 16:00:00,25.26
6/29/2016 16:00:00,25.8
6/30/2016 16:00:00,26.23
7/1/2016 16:00:00,26.53
7/5/2016 16:00:00,26.26
7/6/2016 16:00:00,26.15
7/7/2016 16:00:00,26.31
7/8/2016 16:00:00,26.73
7/11/2016 16:00:00,27.2
7/12/2016 16:00:00,26.97
7/13/2016 16:00:00,26.89
7/14/2016 16:00:00,27.11
7/15/2016 16:00:00,27.01
7/18/2016 16:00:00,27.64
7/19/2016 16:00:00,27.27
7/20/2016 16:00:00,27.55
7/21/2016 16:00:00,27.48
7/22/2016 16:00:00,27.74
7/25/2016 16:00:00,27.86
7/26/2016 16:00:00,28.33
7/27/2016 16:00:00,28.1
7/28/2016 16:00:00,28.14
7/29/2016 16:00:00,27.78
8/1/2016 16:00:00,28.62
8/2/2016 16:00:00,28.16
8/3/2016 16:00:00,28.16
8/4/2016 16:00:00,28.4
8/5/2016 16:00:00,28.79
8/8/2016 16:00:00,29.09
8/9/2016 16:00:00,29.4
8/10/2016 16:00:00,29.22
8/11/2016 16:00:00,29.14
8/12/2016 16:00:00,29.24
8/15/2016 16:00:00,29.39
8/16/2016 16:00:00,29.08
8/17/2016 16:00:00,28.98
8/18/2016 16:00:00,29.16
8/19/2016 16:00:00,28.64
8/22/2016 16:00:00,28.4
8/23/2016 16:00:00,28.5
8/24/2016 16:00:00,28.39
8/25/2016 16:00:00,28.6
8/26/2016 16:00:00,28.64
8/29/2016 16:00:00,28.7
8/30/2016 16:00:00,28.62
8/31/2016 16:00:00,28.74
9/1/2016 16:00:00,28.96
9/2/2016 16:00:00,29.14
9/6/2016 16:00:00,29.49
9/7/2016 16:00:00,29.82
9/8/2016 16:00:00,29.79
9/9/2016 16:00:00,28.59
9/12/2016 16:00:00,28.99
9/13/2016 16:00:00,28.49
9/14/2016 16:00:00,28.62
9/15/2016 16:00:00,29.18
9/16/2016 16:00:00,28.91
9/19/2016 16:00:00,29.93
9/20/2016 16:00:00,29.9
9/21/2016 16:00:00,30.5
9/22/2016 16:00:00,30.66
9/23/2016 16:00:00,30.12
9/26/2016 16:00:00,29.84
9/27/2016 16:00:00,30.4
9/28/2016 16:00:00,30.33
9/29/2016 16:00:00,30.4
9/30/2016 16:00:00,30.59
10/3/2016 16:00:00,30.72
10/4/2016 16:00:00,30.39
10/5/2016 16:00:00,30.53
10/6/2016 16:00:00,30.77
10/7/2016 16:00:00,31.18
10/10/2016 16:00:00,31.28
10/11/2016 16:00:00,30.73
10/12/2016 16:00:00,31.35
10/13/2016 16:00:00,30.53
10/14/2016 16:00:00,30.66
10/17/2016 16:00:00,30.57
10/18/2016 16:00:00,30.86
10/19/2016 16:00:00,30.98
10/20/2016 16:00:00,31.06
10/21/2016 16:00:00,31.08
10/24/2016 16:00:00,31.41
10/25/2016 16:00:00,31.55
10/26/2016 16:00:00,31.21
10/27/2016 16:00:00,30.77
10/28/2016 16:00:00,30.77
10/31/2016 16:00:00,31.1
11/1/2016 16:00:00,30.71
11/2/2016 16:00:00,30.39
11/3/2016 16:00:00,30.28
11/4/2016 16:00:00,30.24
11/7/2016 16:00:00,31.35
11/8/2016 16:00:00,31.34
11/9/2016 16:00:00,30.59
11/10/2016 16:00:00,29.44
11/11/2016 16:00:00,29.93
11/14/2016 16:00:00,28.85
11/15/2016 16:00:00,29.2
11/16/2016 16:00:00,29.86
11/17/2016 16:00:00,29.47
11/18/2016 16:00:00,29.47
11/21/2016 16:00:00,29.65
11/22/2016 16:00:00,29.91
11/23/2016 16:00:00,29.89
11/25/2016 16:00:00,29.66
11/28/2016 16:00:00,29.66
11/29/2016 16:00:00,29.55
11/30/2016 16:00:00,29.69
12/1/2016 16:00:00,28.55
12/2/2016 16:00:00,28.86
12/5/2016 16:00:00,29.02
12/6/2016 16:00:00,29.51
12/7/2016 16:00:00,29.93
12/8/2016 16:00:00,30.04
12/9/2016 16:00:00,30.12
12/12/2016 16:00:00,29.9
12/13/2016 16:00:00,30.36
12/14/2016 16:00:00,29.87
12/15/2016 16:00:00,30.16
12/16/2016 16:00:00,29.48
12/19/2016 16:00:00,29.27
12/20/2016 16:00:00,29.31
12/21/2016 16:00:00,29.14
12/22/2016 16:00:00,28.74
12/23/2016 16:00:00,29.05
12/27/2016 16:00:00,29.1
12/28/2016 16:00:00,29.12
12/29/2016 16:00:00,29.13
12/30/2016 16:00:00,28.75
1/3/2017 16:00:00,29.31
1/4/2017 16:00:00,29.3
1/5/2017 16:00:00,29.8
1/6/2017 16:00:00,29.63
1/9/2017 16:00:00,30.04
1/10/2017 16:00:00,30.07
1/11/2017 16:00:00,30.17
1/12/2017 16:00:00,29.29
1/13/2017 16:00:00,29.44
1/17/2017 16:00:00,29.62
1/18/2017 16:00:00,29.49
1/19/2017 16:00:00,29.63
1/20/2017 16:00:00,30.07
1/23/2017 16:00:00,30.33
1/24/2017 16:00:00,30.82
1/25/2017 16:00:00,31.31
1/26/2017 16:00:00,31.11
1/27/2017 16:00:00,31.25
1/30/2017 16:00:00,31.19
1/31/2017 16:00:00,30.91
2/1/2017 16:00:00,31.08
2/2/2017 16:00:00,30.78
2/3/2017 16:00:00,30.97
2/6/2017 16:00:00,30.87
2/7/2017 16:00:00,30.52
2/8/2017 16:00:00,30.33
2/9/2017 16:00:00,30.21
2/10/2017 16:00:00,30.71
2/13/2017 16:00:00,31.69
2/14/2017 16:00:00,31.33
2/15/2017 16:00:00,31.75
2/16/2017 16:00:00,32.32
2/17/2017 16:00:00,32.34
2/21/2017 16:00:00,32.33
2/22/2017 16:00:00,32.07
2/23/2017 16:00:00,31.75
2/24/2017 16:00:00,31.92
2/27/2017 16:00:00,31.53
2/28/2017 16:00:00,31.47
3/1/2017 16:00:00,31.58
3/2/2017 16:00:00,30.87
3/3/2017 16:00:00,30.85
3/6/2017 16:00:00,30.85
3/7/2017 16:00:00,31.31
3/8/2017 16:00:00,31.22
3/9/2017 16:00:00,30.98
3/10/2017 16:00:00,31.06
3/13/2017 16:00:00,31.5
3/14/2017 16:00:00,31.21
3/15/2017 16:00:00,31.91
3/16/2017 16:00:00,32.41
3/17/2017 16:00:00,32.59
3/20/2017 16:00:00,32.85
3/21/2017 16:00:00,32.48
3/22/2017 16:00:00,32.69
3/23/2017 16:00:00,32.56
3/24/2017 16:00:00,32.81
3/27/2017 16:00:00,33.17
3/28/2017 16:00:00,33.35
3/29/2017 16:00:00,32.93
3/30/2017 16:00:00,33.07
3/31/2017 16:00:00,32.84
4/3/2017 16:00:00,32.89
4/4/2017 16:00:00,32.86
4/5/2017 16:00:00,32.9
4/6/2017 16:00:00,32.86
4/7/2017 16:00:00,32.87
